id,fechaCreacion,fechaEntrega,descripcion,idEstatusPendiente,idPersonaAsignado,idPersonaQueAsigno,observaciones  
0,2018/07/13 00:00:00,2018/11/23 00:00:00,"GENERAR REPORTE DE COMPRAS, VENTAS DE SOPROTI DEL MES DE NOVIEMBRE",3,2,2,
0,2018/07/13 00:00:00,2018/12/21 00:00:00,"GENERAR REPORTE DE COMPRAS, VENTAS DE SOPROTI DEL MES DE DICIEMBRE",3,1,1,
0,2018/07/13 00:00:00,2018/07/13 00:00:00,ELEVENTA - REVISAR COMPUTADORA ACER TODO EN UNO QUE TIENE EL SISTEMA ELEVENTA INSTALADO (NO ARRANCA SISTEMA ELEVENTA),3,2,7,"SE REINSTALO EL SISTEMA ELEVENTA, NO SE BORRARON NADA DE DATOS."
0,2018/07/14 00:00:00,2018/07/24 00:00:00,llevar impresora de tickets a don pedro mercado de abastos... y traerse la que tiene porque dice que falla mucho,3,1,11,SE CANCELO
0,2018/07/16 00:00:00,2018/07/19 00:00:00,FALLA CORREO DE SOPROTI - REVISAR FALLA Y REENVIAR FACTURAS DEL DIA 16 DE JULIO QUE NO SE HAN ENVIADO.,3,2,1,ya funciona
0,2018/07/17 00:00:00,2018/07/18 00:00:00,COTIZACION PARA EL RANCHO,3,5,9,YA SE ENVIO LA COTIZACION AL SR VICTO MONTOYA
0,2018/07/17 00:00:00,2018/07/18 00:00:00,cotizar pancho sistema y camaras,3,5,1,YA SE LE ENVIARON DOS COTIZACIONES A FRANCISCO
0,2018/07/17 00:00:00,2018/07/19 00:00:00,cotizar cpu potente seminuevo,3,5,1,"SE ENVIO COTIZACION A RICARDO 4781021386, QUEDO DE CONFIRMAR SI LO COMPRA O NO."
0,2018/07/20 00:00:00,2018/07/27 00:00:00,"ir a agroferza miercoles a las 10 am para asesorarlos en sus procesos ya que sigue habiendo dudas, tendra un costo aparte",3,1,2,ya quedo se termino el jueves y ya se facturo.... ya pagaron tambien
0,2018/07/20 00:00:00,2018/07/20 00:00:00,"COTIZAR LAPTOP INTEL CORE I5 PARA TOÑO CON 4 DE RAM MINIMO, 500 DE DISCO DURO MINIMO",3,1,7,listo ya se facturo
0,2018/07/20 00:00:00,2018/07/23 00:00:00,ESPERAR LLAMADA DE TEJACTRON PARA CERRAR EL TEMA DE LAS ADUANAS,3,1,9,ya termine y ya les facgture
0,2018/07/21 00:00:00,2018/07/23 00:00:00,FACTURARLE A TEJACTRON,3,6,11,ya quedo facturado
0,2018/07/23 00:00:00,2018/07/23 00:00:00,"COTIZARLE A FERREMATERIALES PROGRESO UN DVR DE 8 CON 4 CAMARAS Y CABLES LARGOS YA HAY UNA COTIZACION PREVIA, COTIZARLE SIN SERVICIO SOLO LA CONFIGURACION PARA INTERNET COTIZAR DE 1080 Y DE 720P",3,1,8,
0,2018/07/23 00:00:00,2018/07/24 00:00:00,"IR POR LOS CARTUCHOS 504 DE EPSON, YA ESTAN PAGADOS, SE ENTREGAN MARTES DESPUES DE MEDIO DIA, COMPRAR TINTA NEGRA DE EPSON 504",3,1,1,YA SE RECOGIERON Y SE ETIQUETARON
0,2018/07/23 00:00:00,2018/08/13 00:00:00,REFACCIONES VILLELA : INSTALACION Y CONFIGURACION DE IMPRESORA ZEBRA DE ETIQUETAS,3,2,1,actividad duplicada
0,2018/07/23 00:00:00,2018/07/27 00:00:00,hacerle cotizacion a don manuel de camaras y terminarle sus configuraciones,3,5,1,ya se mandaron
0,2018/07/25 00:00:00,2018/07/27 00:00:00,ir con los mares 11:00 a configurar y capacitar a mares sobre reconfiguracion,3,5,1,se cancelo no funciono su dvr
0,2018/07/25 00:00:00,2018/07/27 00:00:00,ir a mariscos del centro mañana viernes 11:30 am,3,5,1,fui pero no encontre a la señra
0,2018/07/25 00:00:00,2018/07/25 00:00:00,factura ricardo,3,5,1,
0,2018/07/26 00:00:00,2018/07/30 00:00:00,LLAMARA A LA 1 PM CON ALEJANDRO PARA SOLUCIONARLE SU XML SERAN 700,3,5,1,
0,2018/07/26 00:00:00,2018/07/27 00:00:00,COTIZARLE MONITOR A VERO SIMILARES,3,5,1,ya se le cotizo
0,2018/07/24 00:00:00,2018/07/24 00:00:00,mandarle las facturas a ofelia,3,5,1,
0,2018/07/24 00:00:00,2018/07/27 00:00:00,pago de luz el dia 3 de agosto 2018 es por 1105.00,3,5,9,
0,2018/07/24 00:00:00,2018/07/28 00:00:00,ir con martha dhical para que le coticemos camaras el sabado a las 11:30 am,3,5,7,
0,2018/07/26 00:00:00,2018/08/17 00:00:00,AGROACSA-- HABLAR CON EL ING. MARCELINO PARA VER TEMA DE SERVIDOR,3,2,8,
0,2018/07/26 00:00:00,2018/08/23 00:00:00,REFACCIONES VILLELA -- IR A CONFIGURAR IMPRESORA DE ETIQUETAS,3,7,2,
0,2018/07/26 00:00:00,2018/07/27 00:00:00,pagarle 2 meses de facture a jimy,3,5,1,
0,2018/07/27 00:00:00,2018/08/06 00:00:00,AGROFERZA - FORMATEAR 2 COMPUTADORAS LUNES 30 O MARTES 31,3,2,4,
0,2018/07/27 00:00:00,2018/08/01 00:00:00,"visitar a fernando a las 6 pm, carretera panamericana km 694 gral enrique estrada, 492 1030214",3,1,2,
0,2018/07/27 00:00:00,2018/08/01 00:00:00,COBRARLE A JIMI 204 PESOS DE DOS MESES DE FACTURE PAGADOS,3,1,11,
0,2018/07/27 00:00:00,2018/08/20 00:00:00,hay que darle seguimiento a los sres de san jose de lourdes (rodolfo rodriques) 493 118 8169 para darle seguimiento  y lo mismo a peter el de los menonitas 671 106 9636,3,5,1,
0,2018/07/27 00:00:00,2018/07/27 00:00:00,cotizar toner a toñ,3,5,1,ya se le cotizo y si lo quiso
0,2018/07/27 00:00:00,2018/07/30 00:00:00,TONER PARA TOÑO PARA UNA SHARP AL-2031,3,2,1,ya se le facturo
0,2018/07/27 00:00:00,2018/07/28 00:00:00,GONZALO  478 100 7920  LLAMAR PARA COTIZAR DISCO DURO CON CARCASA,3,5,1,
0,2018/07/28 00:00:00,2018/07/28 00:00:00,Se solicita un switch de 8 puertos para manuel (el mismo lo solicita de favor).,3,5,1,
0,2018/07/28 00:00:00,2018/08/06 00:00:00,PAGAR LA RENTA,3,5,7,
0,2018/07/28 00:00:00,2018/07/30 00:00:00,IR A PONERLE UN CABLE A ROMAN A SU CASA,3,5,1,
0,2018/07/30 00:00:00,2018/08/01 00:00:00,"IR A LAS 8 AM A CABLEAR A MARISCOS DEL CENTRO, SERIA MIERCOLES Y JUEVES",3,7,1,ya quedo
0,2018/07/31 00:00:00,2018/08/06 00:00:00,ir a revisar cpu angelical pantallazo azul ,3,5,9,
0,2018/07/30 00:00:00,2018/08/01 00:00:00,IR CON ERWIN CHECADOR,3,5,1,
0,2018/07/30 00:00:00,2018/08/01 00:00:00,CPU JUANMART,3,6,1,
0,2018/07/30 00:00:00,2018/08/08 00:00:00,MANDAR LAPTOP A GUADALAJARA,3,5,1,
0,2018/07/30 00:00:00,2018/08/06 00:00:00,"DVR DEL NOTARIO SIJALA, HAY QUE AVISARLE Y COTIZARLE EL SERVICIO DE INSTALACION, DD, 4 CABLES FUENTE PARA ENCENDERLO, FUENTES PARA CAMARAS Y CANALETA SERVICIO Y REPISA",3,5,8,"YA SE LE COTIZO Y SE LE PASO PRECIO POR TELEFONO, "
0,2018/08/01 00:00:00,2018/08/01 00:00:00,enviar temario a tejactron,3,1,1,
0,2018/08/03 00:00:00,2018/08/04 00:00:00,facturarle a ferremateriales y a la sra de los mariscos y a erwin,3,5,11,
0,2018/08/03 00:00:00,2018/08/06 00:00:00,revisar laptop de toñ,3,5,1,
0,2018/08/04 00:00:00,2018/08/08 00:00:00,encargar cargador de gerardo hp 19v 4.7a,3,5,1,
0,2018/08/04 00:00:00,2018/08/11 00:00:00,cotizar celulares vorago 500 y 504 para RIcardo Cacique  teléfono 7441192359  ,3,5,1,
0,2018/08/06 00:00:00,2018/08/06 00:00:00,REFACCIONARIA VILLELA: configurar impresora de etiquetas,3,2,2,
0,2018/08/06 00:00:00,2018/08/06 00:00:00,MARISCOS EL COSTEÑO: REVISAR MAÑANA A LAS 10 AM FALLA EN MINIPRINTER DE CAJA PRINCIPAL,3,2,2,
0,2018/08/11 00:00:00,2018/08/13 00:00:00,"HABLAR CLIENTE INTEREZADO EN LAPTOP DELL I5 DE USO, CARLOS GABRIEL ESCOBEDO CELULAR 4921318971",3,5,1,
0,2018/08/13 00:00:00,2018/08/13 00:00:00,cotizar a erika y a tecnica 65,3,5,1,
0,2018/08/13 00:00:00,2018/08/13 00:00:00,llevar a doña charo su aparato,3,5,1,
0,2018/08/14 00:00:00,2018/08/14 00:00:00,meter las compras de ayer,3,5,7,
0,2018/08/14 00:00:00,2018/08/14 00:00:00,hablarle a gerardo que ya esta su cargador nos costo a 549 ,3,5,8,
0,2018/08/14 00:00:00,2018/08/14 00:00:00,hablarle a toñ ya que ya llego su pila seran 850,3,7,8,
0,2018/08/14 00:00:00,2018/08/14 00:00:00,ir con doña charo despues de las 6 pm por su cpu para limpiarlo y formatearlo,3,5,11,
0,2018/08/14 00:00:00,2018/08/14 00:00:00,darle seguimiento a los mares en sus sistemas,3,5,1,
0,2018/08/14 00:00:00,2018/08/14 00:00:00,cotizarle a erika las cajas de rollo,3,5,1,
0,2018/08/14 00:00:00,2018/08/20 00:00:00,COTIZARLE COI A MARTHA,3,5,1,
0,2018/08/14 00:00:00,2018/08/14 00:00:00,TRABAJAR CPU DE FRANCISCO PARA INSTALARLE ASPEL CAJA CON LICENCIA,3,5,1,
0,2018/08/15 00:00:00,2018/08/22 00:00:00,"IR A FRESNILLO EL MARTES CON ERIKA A LLEVAR SUS DOS EQUIPOS, LLEVARLE KIT DE TECLADO Y MOUSE Y LLEVAR CABLE PARA CABLEAR DOS EQUIPOS DE COMPUTO, LLEVAR NOBREAK Y LECTORES",3,5,1,
0,2018/08/16 00:00:00,2018/08/20 00:00:00,ir a llevar toner y cheques mandara una impresora,2,5,1,
0,2018/08/17 00:00:00,2018/08/30 00:00:00,"HAY QUE HACERLE AL NOTARIO SU FACTURA EN FORMA DE PAGO CHEQUE CORRESPONDIENTE A EL MES DE JULIO, SON 350 DE CADA QUINCENA, APARTE CREO QUE EN LOS COBROS PENDIENTES ESTAN 120 DE UNA VISITA REPARACION DE NAVEGADOR WEB CON FRANCIS Y TAMBIEN HAY QUE FAC",3,1,2,
0,2018/08/17 00:00:00,2018/08/20 00:00:00,hablar a tuberías y ademes y decirles que no funciono la impresora para regresarselas,3,2,2,
0,2018/08/20 00:00:00,2018/08/22 00:00:00,ir a fritoys y a dulceria miky,3,5,7,
0,2018/08/20 00:00:00,2018/08/31 00:00:00,hay que instalar a los de tejactron los modulos de recepcion de pagos PERO EMPEZAMOS EL DIA 1,3,5,1,
0,2018/08/22 00:00:00,2018/08/22 00:00:00,HAY QUE MANDAR LOS CORREOS DE CAPACITACION ASPEL A QUIEN YA MANDO CORREOS,3,5,1,
0,2018/08/22 00:00:00,2018/08/23 00:00:00,TERMINAR CPU FORMATEADO CON XP,3,5,11,
0,2018/08/22 00:00:00,2018/08/22 00:00:00,IR CON PATY LA DE LA ESTETICA A SOLUCIONARLE LO DE SUS CAMARAS,3,1,8,
0,2018/08/22 00:00:00,2018/08/22 00:00:00,HABLARRE AL JOVEN DE GONZALES ORTEGA PARA SOLUCIONARLE LO DE SU DVF,3,6,1,
0,2018/08/22 00:00:00,2018/08/22 00:00:00,"facturarle a mario alberto hernandez el equipo core i3 y hacerle el cobro o recepcion de cobro del anticipo, preguntarle a juan monto depositado",3,1,2,
0,2018/08/22 00:00:00,2018/08/23 00:00:00,configurarle a tejacron recepcion de pagos,3,5,2,
0,2018/08/22 00:00:00,2018/08/23 00:00:00,ir con aldo mares a hacer pruebas de la conexion de las camaras a marka,3,5,9,
0,2018/08/23 00:00:00,2018/08/23 00:00:00,ir por toner y cable a steren,3,1,2,
0,2018/08/23 00:00:00,2018/08/23 00:00:00,instalar avast en una maquina de agroquimicos calera se cobrara 150,3,1,1,
0,2018/08/23 00:00:00,2018/08/24 00:00:00,PONER ACTUALIZACION A FACTURE A JAIME MARQUEZ,3,1,1,
0,2018/08/23 00:00:00,2018/08/24 00:00:00,generar pago de 6 meses de jaime marquez miranda,3,1,7,
0,2018/08/23 00:00:00,2018/08/23 00:00:00,cotizar a peter brown,3,5,1,
0,2018/08/27 00:00:00,2018/08/27 00:00:00,INSTALAR A MADERERIA SANTA CRUZ SU SISTEMA,3,1,2,YA QUEDO CONFIGURADO LA RECEPCION DE PAGOS.
0,2018/08/27 00:00:00,2018/08/29 00:00:00,CAPACITACION ASPEL,3,5,1,
0,2018/08/27 00:00:00,2018/08/27 00:00:00,ir con la señra Elizabeth problema de eleventa ahí en la salida a rio frio,3,5,1,
0,2018/08/29 00:00:00,2018/08/29 00:00:00,hacer cotización para Gaby refaccionaria en la cual quiere 4 camaras con instalacion,3,5,1,
0,2018/08/29 00:00:00,2018/08/29 00:00:00,terminar la laptop de mario,3,5,1,
0,2018/08/29 00:00:00,2018/08/30 00:00:00,llevar lector de código de barras a cliente de san judas,3,5,8,
0,2018/08/30 00:00:00,2018/08/30 00:00:00,enviar correo a sra de palimito para invitacion al curso de facture,3,5,1,
0,2018/08/30 00:00:00,2018/08/30 00:00:00,"configurar modulo de recepcion de pagos a la sra de palmito, ya pago",3,5,11,
0,2018/08/30 00:00:00,2018/09/24 00:00:00,"A: instalar modulo de recepcion de pagos a 3 sucursales de ferremateriales progreso, se les cobro 300 por sucursal",3,1,1,
0,2018/08/30 00:00:00,2018/09/04 00:00:00,modificar los videos que se han gravado para tenerlos listos para los clientes,3,5,9,
0,2018/08/30 00:00:00,2018/08/31 00:00:00,reunion con la madre eva moreno ( nueva directora ) a las 11 am para ver tema de mantenimiento a los proyectores,2,1,1,
0,2018/08/30 00:00:00,2018/08/30 00:00:00,configurarle a eforsa modulo de recepcion de pagos hoy a las 2 pm,3,1,2,
0,2018/08/30 00:00:00,2018/09/03 00:00:00,dar seguimiento al folio 172,3,7,3,
0,2018/08/30 00:00:00,2018/09/03 00:00:00,formateo con respaldo con win 10 laptop-tablet acer contraseña KEI,3,3,3,terminado
0,2018/08/31 00:00:00,2018/08/31 00:00:00,ver caso israel y ver caso tere coyizaciones,3,5,1,
0,2018/08/31 00:00:00,2018/08/31 00:00:00,ver caso israel y ver caso tere coyizaciones,3,5,7,
0,2018/08/31 00:00:00,2018/08/31 00:00:00,ver caso israel y ver caso tere coyizaciones,3,5,1,
0,2018/08/31 00:00:00,2018/08/31 00:00:00,IR A LAS 5:30 AL COLEGIO A LEVANTAR REQUERIMIENTOS,3,5,1,
0,2018/08/31 00:00:00,2018/08/31 00:00:00,IR A LA ESCUELA SECUNDARIA TECNICA NUMERO 65 A VER LO DE UNA CAMARA,3,5,1,
0,2018/08/31 00:00:00,2018/09/05 00:00:00,APOYAR A RAMIRO DE TABASCO EN GENERACION DE ETIQUETAS,3,5,1,
0,2018/08/31 00:00:00,2018/09/03 00:00:00,"laptop dell gris, cargador. formatear sin respaldo. ruben de jesus murillo, teléfono 4925837721",3,3,8,terminado
0,2018/08/31 00:00:00,2018/08/31 00:00:00,cotizar cableado 60 mts cable exterior camara,3,5,1,
0,2018/08/31 00:00:00,2018/08/31 00:00:00,"cotizar dvr 2 camaras, 60 mts cable pasando de una calle a otra ",3,5,11,
0,2018/08/31 00:00:00,2018/09/05 00:00:00,HABLAR A SOFTRESTAURANTE - PARA REVISAR CAMBIO DE DATOS EN TICKET DE VENTA MASIRCOS EL COSTEÑO,3,5,1,
0,2018/08/31 00:00:00,2018/08/31 00:00:00,visitar a la Contadora Belia Salas cotizar camaras,3,5,1,
0,2018/08/31 00:00:00,2018/09/03 00:00:00,"laptop lenovo blanca con cargador, quitar contraseña y regresar a estado de fabrica",3,1,3,terminado
0,2018/08/31 00:00:00,2018/09/05 00:00:00,trabajar equipo de israel felix,3,5,1,
0,2018/08/31 00:00:00,2018/09/05 00:00:00,visita materiales hernandez,3,7,1,
0,2018/08/31 00:00:00,2018/09/13 00:00:00,"MATERIALES HERNANDEZ, HABLAR EL DIA VIERNES PARA VER TEMA DE CAMARAS.",3,5,1,
0,2018/08/31 00:00:00,2018/09/01 00:00:00,poner a piter su facture actualizado...,3,5,7,
0,2018/08/31 00:00:00,2018/09/03 00:00:00,5:30 vuelta al colegio a cerrar requerimientos,3,5,1,
0,2018/08/31 00:00:00,2018/09/01 00:00:00,VISITA A TEJACRON,3,5,1,
0,2018/09/03 00:00:00,2018/09/03 00:00:00,ir mares 2 sucursales camaras,3,5,1,
0,2018/09/03 00:00:00,2018/09/03 00:00:00,reenviar correos a tecnica 65,3,5,1,
0,2018/09/03 00:00:00,2018/09/03 00:00:00,formar archivos hacienda y estados de cuenta desde nov 2017,3,2,2,
0,2018/09/03 00:00:00,2018/09/15 00:00:00,COBRARLE A aldo mares nos debe dos cables hdmi de 1.8 mts de 100 pesos y 1400 de dos instalaciones remotas,3,5,1,
0,2018/09/04 00:00:00,2018/09/04 00:00:00,ir con doña charo antes de las 7:00  por su cpu,3,5,1,
0,2018/09/04 00:00:00,2018/09/04 00:00:00,ir con doña charo antes de las 7:00  por su cpu,3,5,1,
0,2018/09/04 00:00:00,2018/09/04 00:00:00,ir con doña charo antes de las 7:00  por su cpu,3,5,1,
0,2018/09/04 00:00:00,2018/09/04 00:00:00,ir con doña charo antes de las 7:00  por su cpu,3,5,8,
0,2018/09/04 00:00:00,2018/09/04 00:00:00,ir con doña charo antes de las 7:00  por su cpu,3,5,1,
0,2018/09/04 00:00:00,2018/09/04 00:00:00,ir con doña charo antes de las 7:00  por su cpu,3,5,1,
0,2018/09/04 00:00:00,2018/09/04 00:00:00,ir con doña charo antes de las 7:00  por su cpu,3,6,1,
0,2018/09/04 00:00:00,2018/09/05 00:00:00,ir con doña charo antes de las 13:00 HRS  por su cpu,2,5,1,"se termino, se cobro 300"
0,2018/09/04 00:00:00,2018/09/04 00:00:00,comprar 1000 folios a geras,3,1,1,ya quedo fueron 835     la utilidad fue de 1165.00
0,2018/09/04 00:00:00,2018/09/04 00:00:00,instalar impresora de forma remota a toñ ruiz,3,7,11,fueron 100 pesos y ya quedo
0,2018/09/04 00:00:00,2018/09/05 00:00:00,instalar mybusiness pos a un cliente de panfilo natera de forma remota se le cobraron 500 que ya deposito,3,1,1,
0,2018/09/04 00:00:00,2018/09/14 00:00:00,MINISUPER DEL MAGUEY _ TRAER UN KIT DE TECLADO Y MOUSE INALAMBRICO,3,2,7,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,hacer pago para 30 cajas de rollos,3,1,8,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,hacer cotizacion al chavo del minisuper pinedo,3,1,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,hacer cotizacion para el colegio,3,1,1,
0,2018/09/05 00:00:00,2018/09/13 00:00:00,instalarle su sistema al joven jesus del taller de por la pepsi,3,1,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,cuentas x cobrar a ricardo 176 pesos factura 73,3,5,1,
0,2018/09/05 00:00:00,2018/09/06 00:00:00,tratar de contactar a zaira entre 5 y 7 para instalar miniprinter remotamente,3,5,1,
0,2018/09/05 00:00:00,2018/09/10 00:00:00,AGROFERZA - HABLAR PARA ACORDAD FORMA DE PAGO DE SALDO PENDIENTE,3,6,11,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,8,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,7,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,7,9,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/05 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/05 00:00:00,2018/09/07 00:00:00,CONTACTAR AL CHAVO DE JEREZ PANCHO ME PASO EL CONTACTO,3,5,1,
0,2018/09/06 00:00:00,2018/09/06 00:00:00,instalar miniprinter para roberto ,3,1,1,listo le cobre 100 y los debe
0,2018/09/06 00:00:00,2018/09/07 00:00:00,hablarle sr juan carlos respaldo mybusinewd,3,5,1,
0,2018/09/06 00:00:00,2018/09/13 00:00:00,facturarle a mares,3,6,8,
0,2018/09/06 00:00:00,2018/09/10 00:00:00,facturarle a farmacias similares,3,2,2,
0,2018/09/07 00:00:00,2018/09/07 00:00:00,cancelar la factura de ricardo y hacerla nuevamente con los datos que me envie,3,5,1,
0,2018/09/07 00:00:00,2018/09/07 00:00:00,cotizacion cpu intel core i5 garmaz,3,5,1,
0,2018/09/07 00:00:00,2018/09/07 00:00:00,GARMAZ - COTIZAR COMPUTADORA E IMPRESORA EPSON ECOTANK CON ESCANER,2,2,2,
0,2018/09/07 00:00:00,2018/09/14 00:00:00,ASPEL SAE NOTAS DE CREDITO Y RECEPCION DE PAGOS CON MARTITA A LAS 12 DEL DIA,3,5,7,
0,2018/09/11 00:00:00,2018/09/12 00:00:00,,3,2,11,
0,2018/09/10 00:00:00,2018/09/13 00:00:00,facturarle a erika,3,7,1,
0,2018/09/10 00:00:00,2018/09/10 00:00:00,hacer tres pagos,3,5,1,
0,2018/09/12 00:00:00,2018/09/13 00:00:00,pagos toñ,3,5,1,
0,2018/09/12 00:00:00,2018/09/24 00:00:00,"COMPRAR CARGADOR MINI LAPTOP - COTIZAR CARGADOR MINILAPTOP Y NOTIFICAR A LA SRA MARISELA ROGERO ORTIZ AL TEL. 478 98 52595, YA SE COTIZO CUESTA 450 PESOS, SE LE HA MARCADO PERO NO CONTESTA, avisar a correo rehum14@gmail.com cuando llegue",3,2,2,
0,2018/09/13 00:00:00,2018/09/13 00:00:00,recepcion de pago de garmaz,3,5,1,
